,Drive Time,System Rating (kW DC),Roof Type,Tilt 1,Portrait / Landscape,Consumption Monitoring,Module Width,Inverter Manufacturer,Rough Electrical Inspection,Azimuth 1,Total Direct Time for Project for Hourly Employees (Including Drive Time),Install Season,Total # of Hourly Employees on Site,Azimuth 3,Squirrel Screen,# of Arrays,Module Weight,Reinforcements,Interconnection Type,Module Length,Truss / Rafter,Estimated Total # of People on Site,# of Reinforcement,Tilt 2,Panel QTY,Azimuth 2,Array Type,# of Stories,Attachment Type
38,1500,6.08,0,18.0,0,,40.6,0.0,True,157.0,102120,1,3.0,,False,2.0,43.0,False,12,72.4,1,6.0,0.0,,16.0,,0,1.0,3
39,1320,15.695,0,,0,,40.0,1.0,False,148.0,274500,1,3.0,,False,8.0,43.0,False,6,67.8,0,6.0,0.0,,43.0,240.0,0,2.0,3
40,2160,13.32,0,30.0,0,,39.98,0.0,False,260.0,197640,1,3.0,,False,1.0,41.9,False,5,70.67,0,6.0,0.0,,36.0,,0,1.0,3
41,1500,5.28,3,10.0,0,,39.4,0.0,True,162.0,63000,1,2.0,,False,1.0,41.0,False,12,66.9,0,5.0,0.0,,16.0,,0,1.0,5
42,1320,7.77,0,20.0,0,,39.98,1.0,False,215.0,85500,3,3.0,,True,3.0,41.9,False,1,70.67,0,6.0,0.0,37.0,21.0,125.0,0,2.0,3
43,600,3.33,0,23.0,0,,39.98,1.0,True,135.0,119400,1,3.0,,True,1.0,41.9,True,12,70.67,1,6.0,11.0,,9.0,,0,1.0,3
44,960,23.22,4,30.0,0,,40.56,1.0,False,180.0,376800,3,3.0,,False,2.0,55.11,False,7,81.89,4,6.0,0.0,,54.0,,1,0.0,6
45,1080,5.18,0,28.0,0,,39.98,0.0,False,200.0,48600,3,1.0,,True,1.0,41.9,False,1,70.67,0,4.0,0.0,,14.0,,0,1.0,3
46,2580,7.4,0,25.0,0,,39.98,1.0,False,180.0,149400,3,2.0,,False,1.0,41.9,False,3,70.67,0,5.0,0.0,,20.0,,0,2.0,3
47,3360,17.76,4,30.0,0,,39.98,0.0,False,180.0,464400,3,3.0,,False,2.0,41.9,False,5,70.67,4,6.0,0.0,,48.0,,1,0.0,6
48,1620,7.03,0,24.0,0,,39.98,1.0,True,180.0,88200,3,3.0,,False,2.0,41.9,False,2,70.67,0,6.0,0.0,,19.0,90.0,0,2.0,3
49,960,11.625,0,24.0,2,,40.0,0.0,False,185.0,70740,3,2.0,,False,3.0,43.0,False,1,67.8,0,5.0,0.0,,31.0,,0,2.0,3
50,1500,4.38,0,20.0,0,,40.0,1.0,True,175.0,60000,3,2.0,,True,1.0,43.0,False,1,67.8,0,5.0,0.0,,12.0,,0,1.0,3
51,2520,4.97,0,22.0,2,,40.0,1.0,False,180.0,61800,3,2.0,,True,2.0,43.0,False,7,67.8,0,5.0,0.0,,14.0,,0,2.0,3
52,1980,5.18,0,37.0,0,,39.98,0.0,False,180.0,55800,3,2.0,,False,1.0,41.9,False,5,70.67,0,5.0,0.0,,14.0,,0,1.0,3
53,2580,12.6,4,30.0,0,,40.94,0.0,False,180.0,230400,3,3.0,,False,1.0,55.12,False,11,82.79,4,6.0,0.0,,28.0,,1,0.0,6
54,720,6.46,0,32.0,0,,39.98,1.0,True,170.0,83700,3,3.0,,False,1.0,41.9,False,2,70.67,0,6.0,0.0,,17.0,,0,1.0,3
55,720,5.92,0,24.0,0,,39.98,1.0,False,135.0,81000,3,3.0,,True,1.0,41.9,False,1,70.67,0,6.0,0.0,,16.0,,0,2.0,3
56,1320,6.66,0,38.0,0,,39.98,1.0,True,180.0,110700,3,3.0,,False,1.0,41.9,True,12,70.67,1,6.0,22.0,,18.0,,0,2.0,3
57,2220,7.77,0,20.0,0,,39.98,0.0,False,245.0,83700,2,3.0,,False,1.0,41.9,False,1,70.67,0,6.0,0.0,,21.0,,0,2.0,3
58,1380,8.03,0,,0,,40.0,0.0,True,,109800,3,2.0,,True,1.0,43.0,True,1,67.8,1,5.0,14.0,,22.0,,0,2.0,3
59,1320,6.08,0,30.0,0,,39.98,0.0,True,230.0,99600,3,2.0,,True,2.0,41.9,True,1,70.67,1,5.0,2.0,,16.0,,0,2.0,3
60,1560,4.81,0,18.0,0,,39.98,1.0,True,270.0,109800,3,3.0,,False,1.0,41.9,False,2,70.67,0,6.0,0.0,,13.0,,0,2.0,1
61,1440,7.03,0,30.0,2,,40.0,1.0,True,135.0,97200,3,3.0,,False,4.0,43.0,False,1,67.8,0,6.0,0.0,,19.0,,0,2.0,3
62,2400,7.6,0,31.0,0,,41.02,1.0,False,180.0,91800,3,3.0,,False,1.0,40.8,False,1,68.5,0,6.0,0.0,,20.0,,0,1.0,3
63,1440,4.38,0,16.0,0,,40.91,1.0,False,180.0,105900,2,3.0,,True,1.0,44.09,True,1,69.37,1,6.0,7.0,,12.0,,0,2.0,3
64,1620,7.77,0,22.6,0,,39.98,1.0,True,90.0,97200,3,3.0,270.0,False,4.0,41.9,False,1,70.67,0,6.0,0.0,,21.0,180.0,0,2.0,3
65,1920,13.32,2,18.0,1,,39.98,1.0,False,180.0,202500,2,3.0,,False,1.0,41.9,False,1,70.67,0,6.0,0.0,,36.0,,0,2.0,4
66,1800,5.61,0,21.0,2,,39.21,0.0,False,180.0,84300,3,3.0,,False,2.0,39.7,False,1,66.53,0,6.0,0.0,,17.0,,0,2.0,3
67,840,5.52,0,26.0,0,,41.5,0.0,True,200.0,118800,3,3.0,,True,2.0,44.8,False,1,68.8,0,6.0,0.0,,16.0,,0,1.0,3
68,1560,5.32,0,32.0,0,,39.98,1.0,False,180.0,88200,3,3.0,,False,1.0,41.9,False,1,70.67,0,6.0,0.0,,14.0,,0,1.0,1
69,900,7.22,0,22.6,0,,39.98,0.0,False,180.0,72900,2,3.0,,True,1.0,41.9,False,2,70.67,0,6.0,0.0,,19.0,,0,1.0,1
70,180,1.52,0,24.0,0,,39.98,1.0,True,200.0,74700,2,3.0,,False,1.0,41.9,False,1,70.67,0,4.0,0.0,,4.0,,0,1.0,3
71,1680,13.32,0,30.0,0,,40.0,1.0,True,210.0,140400,2,2.0,,True,1.0,43.0,False,1,67.8,0,5.0,0.0,,36.0,,0,2.0,3
72,2340,5.95,4,30.0,0,,40.6,0.0,False,180.0,131100,0,3.0,,False,1.0,55.1,False,1,81.9,4,5.0,0.0,,14.0,,1,0.0,6
73,1500,6.66,0,,0,,40.0,1.0,True,140.0,55800,1,2.0,,True,1.0,43.0,False,11,67.8,0,4.0,0.0,,18.0,,0,1.0,3
74,600,11.2,0,26.0,0,,40.0,1.0,False,260.0,126900,0,2.0,,True,2.0,45.0,False,11,71.7,0,4.0,0.0,,28.0,80.0,0,1.0,3
75,1620,10.73,0,,0,,40.0,1.0,True,,130500,0,2.0,,True,4.0,43.0,False,0,67.8,1,4.0,0.0,,29.0,,0,1.0,3
76,2640,5.55,0,17.0,1,,40.0,1.0,False,180.0,137100,0,3.0,,True,1.0,43.0,False,1,67.8,0,5.0,0.0,,15.0,,0,1.0,3
77,1500,10.36,0,37.0,0,,40.0,0.0,True,155.0,79500,0,1.0,,True,1.0,43.0,False,1,67.8,3,3.0,0.0,,28.0,,0,1.0,7
78,420,3.42,0,18.0,0,,39.98,1.0,True,270.0,89100,0,2.0,90.0,True,3.0,41.9,False,1,70.67,1,4.0,0.0,,9.0,180.0,0,1.0,3
79,780,9.12,0,26.6,0,,39.98,1.0,True,115.0,5400,0,1.0,,True,2.0,41.9,False,2,70.67,0,3.0,0.0,,24.0,,0,1.0,3
80,1620,4.07,0,26.0,0,,40.8,0.0,True,270.0,53700,0,2.0,,False,2.0,43.0,False,1,69.4,0,4.0,0.0,,11.0,90.0,0,1.0,3
81,1500,7.98,0,14.0,2,,39.98,1.0,False,180.0,37800,0,1.0,,False,3.0,41.9,False,3,70.67,0,3.0,0.0,18.0,21.0,270.0,0,1.0,3
82,2040,3.7,0,18.0,0,,40.91,0.0,False,180.0,36000,0,1.0,,False,1.0,45.19,False,5,69.13,0,3.0,0.0,,10.0,,0,1.0,3
83,2880,5.6,2,18.0,0,,40.0,1.0,False,145.0,77760,0,3.0,,False,1.0,45.0,False,2,71.7,2,5.0,0.0,,14.0,,0,2.0,4
84,840,6.4,0,26.0,0,,40.0,1.0,True,180.0,107700,0,3.0,,True,1.0,45.0,False,1,71.7,0,5.0,0.0,,16.0,,0,1.0,3
85,5520,9.0,2,18.0,1,,40.94,0.0,False,135.0,66600,0,2.0,,False,1.0,55.12,False,0,82.79,2,4.0,0.0,,20.0,,0,1.0,4
86,1260,20.72,0,30.0,0,,40.0,0.0,False,90.0,157680,0,1.0,270.0,True,7.0,43.0,False,0,67.8,0,3.0,0.0,,56.0,180.0,0,2.0,3
87,1260,8.88,0,30.0,0,,41.01,1.0,False,175.0,65700,0,2.0,,False,1.0,41.02,False,1,68.5,0,4.0,0.0,,24.0,,0,1.0,3
88,1500,9.62,0,26.0,0,,40.91,1.0,True,170.0,11400,1,1.0,,True,2.0,45.19,False,2,69.13,0,3.0,0.0,,26.0,260.0,0,1.0,3
89,1740,10.8,0,24.0,0,,40.0,1.0,False,200.0,131100,1,2.0,,True,3.0,45.0,False,1,71.7,0,4.0,0.0,,27.0,110.0,0,2.0,3
90,1860,13.69,0,24.0,0,True,40.8,1.0,False,120.0,172800,0,3.0,,False,5.0,43.0,False,11,69.4,0,4.0,0.0,,37.0,210.0,0,2.0,3
91,1860,5.6,0,30.0,0,False,40.0,1.0,False,180.0,53100,2,2.0,,True,1.0,45.0,True,12,71.7,1,3.0,1.0,,14.0,,0,1.0,3
92,1320,8.4,0,25.0,0,True,40.0,1.0,False,180.0,130500,0,2.0,,True,2.0,45.0,False,4,71.7,0,2.0,0.0,,21.0,,0,2.0,3
93,1380,7.2,0,22.0,0,True,40.0,1.0,False,180.0,283200,2,3.0,,True,1.0,45.0,True,11,71.7,1,4.0,23.0,,18.0,,0,1.0,3
94,2160,8.1,0,30.0,0,False,40.94,0.0,False,270.0,160200,0,3.0,,True,4.0,55.12,False,0,82.79,1,3.0,0.0,,18.0,,0,1.0,3
95,1860,10.4,0,40.0,0,True,40.0,1.0,False,170.0,250200,3,4.0,,True,3.0,45.0,False,1,71.7,0,4.0,0.0,,26.0,,0,2.0,3
96,1800,9.36,0,26.0,0,False,43.15,0.0,False,260.0,302400,0,4.0,,True,3.0,46.3,False,1,69.06,0,4.0,0.0,40.0,24.0,170.0,0,2.0,3
97,1440,6.63,0,26.0,0,False,43.15,0.0,False,190.0,189600,0,3.0,,False,1.0,46.3,False,1,69.06,0,3.0,0.0,,17.0,,0,2.0,3
98,960,5.85,0,34.0,0,False,43.15,0.0,False,205.0,76500,0,2.0,,False,2.0,46.3,False,4,69.06,0,2.0,0.0,,15.0,,0,1.0,3
99,1920,10.4,0,26.0,0,True,40.0,1.0,False,90.0,203400,2,3.0,,True,2.0,45.0,False,1,71.7,0,4.0,0.0,,26.0,,0,2.0,3
100,840,8.0,0,26.0,0,True,40.0,1.0,False,200.0,163200,2,3.0,,True,2.0,45.0,False,1,71.7,0,3.0,0.0,,20.0,,0,2.0,3
101,2220,9.7,4,30.0,1,False,41.1,2.0,False,180.0,301380,0,4.0,,False,1.0,64.2,False,0,87.2,4,4.0,0.0,,20.0,,1,0.0,6
102,1140,6.4,0,19.0,0,False,40.0,1.0,False,180.0,113700,1,4.0,,True,1.0,45.0,False,1,71.7,1,4.0,0.0,,16.0,,0,2.0,3
103,3360,19.2,4,30.0,0,False,41.1,2.0,False,180.0,507960,0,4.0,,False,2.0,48.5,False,5,74.0,4,6.0,0.0,,48.0,,1,0.0,6
104,2160,4.365,4,30.0,1,False,41.1,0.0,False,180.0,387900,0,4.0,,False,1.0,64.2,False,1,87.2,4,4.0,0.0,,9.0,,1,0.0,6
105,2580,3.6,0,30.0,0,False,40.0,0.0,False,190.0,102600,0,3.0,,True,1.0,45.0,False,5,71.7,0,3.0,0.0,,9.0,,0,1.0,3
106,2520,24.25,0,26.0,0,False,41.1,0.0,False,240.0,462600,3,5.0,,True,2.0,64.2,False,0,87.2,0,7.0,0.0,,50.0,60.0,0,1.0,7
107,2640,8.97,0,40.0,0,False,43.15,1.0,False,180.0,112500,0,3.0,,True,1.0,46.3,False,1,69.06,0,3.0,0.0,,23.0,,0,1.0,3
108,420,14.4,0,14.0,0,True,40.0,1.0,True,260.0,139500,0,3.0,,True,2.0,45.0,False,12,71.7,0,3.0,0.0,,36.0,,0,1.0,3
109,1440,4.68,0,26.0,0,False,43.15,0.0,True,205.0,188700,0,3.0,,True,2.0,46.3,False,1,69.06,0,3.0,0.0,,12.0,,0,1.0,3
110,420,6.4,0,30.0,0,True,40.0,1.0,True,180.0,123300,0,5.0,,True,1.0,45.0,False,1,71.7,0,5.0,0.0,,16.0,,0,1.0,3
111,3480,18.4,0,40.0,0,True,40.0,1.0,False,165.0,329700,0,5.0,,True,4.0,45.0,False,1,71.7,0,6.0,0.0,,46.0,,0,2.0,3
112,1260,10.14,0,20.0,2,True,43.15,1.0,True,100.0,276300,0,3.0,,True,3.0,46.3,True,2,69.06,1,3.0,9.0,,26.0,190.0,0,2.0,3
113,780,7.8,0,20.0,0,False,43.15,1.0,False,190.0,86400,0,2.0,,True,1.0,46.3,False,1,69.06,0,3.0,0.0,,20.0,,0,2.0,3
114,540,7.29,0,30.0,0,True,40.0,1.0,True,122.0,117300,1,4.0,,True,1.0,45.0,False,1,71.7,0,4.0,0.0,,18.0,,0,1.0,3
115,1200,8.505,0,27.0,0,False,40.0,1.0,False,180.0,117900,0,2.0,,True,1.0,45.0,False,1,71.7,0,3.0,0.0,,21.0,,0,2.0,3
116,1680,17.55,0,32.0,0,False,43.15,0.0,False,180.0,271800,3,4.0,,True,3.0,46.3,False,11,69.06,0,5.0,0.0,,45.0,,0,1.0,1
117,1500,9.72,0,26.0,0,True,40.0,1.0,False,90.0,127800,0,3.0,,True,1.0,45.0,False,1,71.7,0,3.0,0.0,,24.0,,0,2.0,3
118,1260,7.29,0,34.0,0,False,40.0,1.0,False,100.0,66600,0,2.0,,True,1.0,45.0,False,4,71.7,0,3.0,0.0,,18.0,,0,1.0,3
119,1020,13.365,0,17.0,0,True,40.0,1.0,False,260.0,139500,0,2.0,,True,2.0,45.0,False,1,71.7,1,2.0,0.0,,33.0,,0,2.0,1
120,1800,7.29,0,30.0,0,False,40.0,1.0,False,255.0,165600,1,4.0,,True,3.0,45.0,False,1,71.7,0,4.0,0.0,35.0,18.0,165.0,0,2.0,3
121,1260,7.29,0,27.0,0,False,40.0,1.0,False,195.0,131400,1,4.0,,True,1.0,45.0,False,4,71.7,0,4.0,0.0,,18.0,,0,1.0,3
122,840,10.53,0,23.0,0,False,40.0,1.0,False,210.0,205500,1,4.0,,True,1.0,45.0,False,3,71.7,0,4.0,0.0,,26.0,,0,1.0,3
123,1500,23.54,4,30.0,1,True,44.65,1.0,False,180.0,703500,1,5.0,,True,1.0,70.11,False,8,89.69,4,6.0,0.0,,44.0,,1,0.0,6
124,1140,15.39,0,30.0,0,False,40.0,1.0,False,180.0,452100,1,5.0,,True,2.0,45.0,False,1,71.7,0,6.0,0.0,,38.0,,0,2.0,3
125,720,6.885,0,17.0,0,True,40.0,1.0,False,180.0,88200,0,3.0,,True,1.0,45.0,False,1,71.7,0,3.0,0.0,,17.0,,0,2.0,3
126,1680,7.29,0,27.0,0,False,40.0,1.0,True,90.0,136800,1,5.0,,False,1.0,45.0,False,1,71.7,0,5.0,0.0,,18.0,,0,2.0,3
127,840,8.1,0,19.0,0,True,40.0,1.0,False,262.0,195300,1,4.0,,True,1.0,45.0,False,1,71.7,1,4.0,0.0,,20.0,,0,1.0,3
128,3720,7.29,3,22.6,0,False,40.0,1.0,False,180.0,207600,1,5.0,,False,1.0,45.0,False,1,71.7,1,5.0,0.0,,18.0,,0,2.0,5
129,3780,6.15,0,14.0,1,False,40.5,1.0,False,180.0,175800,1,5.0,,True,1.0,45.8,False,4,73.4,1,5.0,0.0,,15.0,,0,1.0,1
130,1620,6.48,0,27.0,0,True,40.0,1.0,True,170.0,135300,1,5.0,,True,1.0,45.0,False,1,71.7,0,5.0,0.0,,16.0,,0,1.0,3
131,2460,7.29,0,22.6,0,False,40.0,1.0,False,195.0,138300,1,5.0,,True,1.0,45.0,False,1,71.7,0,5.0,0.0,,18.0,,0,2.0,3
132,2160,9.0,4,30.0,0,False,41.19,0.0,False,180.0,377400,1,4.0,,False,2.0,68.34,False,1,84.06,4,5.0,0.0,,20.0,,1,0.0,6
133,1680,8.91,0,26.6,0,True,40.0,1.0,False,190.0,109800,1,4.0,,True,1.0,45.0,False,10,71.7,0,4.0,0.0,,22.0,,0,1.0,3
134,420,11.34,0,22.6,0,True,40.0,1.0,True,90.0,249600,1,5.0,270.0,True,3.0,45.0,False,1,71.7,0,5.0,0.0,,28.0,180.0,0,2.0,3
135,420,2.34,0,18.4,0,False,43.15,1.0,True,225.0,210600,1,5.0,,True,1.0,46.3,False,4,69.06,0,5.0,0.0,,6.0,,0,1.0,1
136,720,12.15,3,22.0,0,True,40.0,1.0,False,180.0,243600,1,5.0,,False,4.0,45.0,False,0,71.7,0,5.0,0.0,,30.0,270.0,0,2.0,5
137,1380,3.24,0,21.0,1,False,40.0,1.0,True,180.0,129600,1,4.0,,True,1.0,45.0,True,4,71.7,1,4.0,1.0,,8.0,,0,2.0,7
138,1680,5.07,0,38.0,0,False,43.15,1.0,False,180.0,119400,1,4.0,,True,1.0,46.3,False,1,69.06,0,4.0,0.0,,13.0,,0,1.0,3
139,2040,12.15,0,18.4,0,True,40.0,1.0,False,165.0,303900,1,5.0,,True,2.0,45.0,False,1,71.7,0,5.0,0.0,,30.0,,0,2.0,7
140,1740,8.1,0,26.6,0,True,40.0,1.0,False,180.0,123300,1,4.0,,True,1.0,45.0,False,1,71.7,0,4.0,0.0,,20.0,,0,1.0,3
141,1440,5.265,0,50.0,0,False,40.0,1.0,True,90.0,256500,3,4.0,270.0,True,4.0,45.0,True,6,71.7,1,4.0,3.0,,13.0,180.0,0,2.0,3
142,1380,12.48,3,9.5,0,True,43.15,1.0,True,0.0,243000,1,4.0,,True,1.0,46.3,False,0,69.06,3,5.0,0.0,,32.0,,0,3.0,5
143,1740,23.28,4,30.0,0,False,41.1,0.0,False,18.0,421200,3,4.0,,False,2.0,64.2,False,8,87.2,4,5.0,0.0,,48.0,,1,0.0,6
144,1680,10.125,0,18.0,0,True,40.0,1.0,False,185.0,240600,1,5.0,,True,1.0,45.0,False,2,71.7,0,5.0,0.0,,25.0,,0,1.0,3
145,1260,10.53,0,26.0,0,False,40.0,1.0,False,180.0,132300,3,4.0,,True,1.0,45.0,False,1,71.7,0,4.0,0.0,,26.0,,0,2.0,3
146,1260,14.175,0,26.0,0,True,40.0,1.0,False,180.0,281700,3,4.0,,True,4.0,45.0,False,6,71.7,0,4.0,0.0,,35.0,,0,2.0,3
147,1500,10.53,0,18.4,0,True,40.0,1.0,False,180.0,236700,3,4.0,,True,3.0,45.0,False,3,71.7,0,4.0,0.0,,26.0,,0,2.0,3
148,1380,2.34,0,24.0,0,False,43.15,1.0,False,215.0,264600,3,4.0,,True,1.0,46.3,False,0,69.06,0,4.0,0.0,,6.0,,0,1.0,0
149,1620,6.48,0,24.0,0,False,40.0,1.0,True,180.0,127800,3,4.0,,True,1.0,45.0,False,11,71.7,0,4.0,0.0,,16.0,,0,2.0,3
150,1200,15.795,0,30.0,0,True,40.0,1.0,False,160.0,252000,3,4.0,,True,2.0,45.0,False,0,71.7,0,4.0,0.0,,39.0,,0,2.0,3
151,1680,7.02,0,10.0,1,False,43.15,1.0,True,90.0,225000,3,4.0,,True,1.0,46.3,False,1,69.06,3,5.0,0.0,,18.0,,0,1.0,7
152,1080,8.2,0,30.0,2,False,40.5,1.0,False,180.0,135900,3,4.0,,True,1.0,45.8,False,4,73.4,0,4.0,0.0,,20.0,90.0,0,2.0,3
153,1800,11.34,0,27.0,0,True,40.0,1.0,False,270.0,209700,3,4.0,90.0,True,3.0,45.0,False,1,71.7,0,4.0,0.0,8.0,28.0,180.0,0,2.0,1
154,2340,10.53,0,33.0,0,True,40.0,1.0,False,165.0,99900,3,4.0,,True,1.0,45.0,False,1,71.7,0,4.0,0.0,,26.0,,0,1.0,3
155,1260,8.91,0,30.0,0,True,40.0,1.0,True,135.0,201600,3,4.0,,True,2.0,45.0,True,12,71.7,1,4.0,11.0,,22.0,,0,2.0,3
156,3060,9.6,4,30.0,1,False,41.1,0.0,False,180.0,326700,3,4.0,,False,1.0,64.2,False,5,87.2,4,5.0,0.0,,20.0,,1,0.0,6
157,1560,10.53,0,17.0,0,True,40.0,1.0,False,165.0,208800,3,4.0,,True,3.0,45.0,True,1,71.7,1,4.0,18.0,,26.0,225.0,0,1.0,3
158,1740,7.8,0,27.0,0,False,43.15,1.0,False,180.0,206100,2,4.0,,True,1.0,46.3,True,1,69.06,1,4.0,10.0,,20.0,,0,1.0,3
159,1200,9.36,0,27.0,0,False,43.15,0.0,False,170.0,182700,2,4.0,,True,1.0,46.3,False,1,69.06,3,4.0,0.0,,24.0,,0,1.0,3
160,2520,0.74,0,26.0,0,,39.98,,False,180.0,21600,3,1.0,,,1.0,41.9,True,1,70.67,1,2.0,0.0,,2.0,,0,1.0,3
161,1860,8.1,0,18.0,0,False,40.0,1.0,False,90.0,126900,3,4.0,,True,1.0,45.0,True,1,71.7,1,4.0,12.0,,20.0,,0,1.0,3
162,1200,3.24,2,18.4,1,False,40.0,1.0,True,180.0,162000,3,4.0,,False,1.0,45.0,False,1,71.7,2,4.0,0.0,,8.0,,0,1.0,4
163,1560,10.53,0,18.4,0,True,40.0,1.0,True,180.0,211500,2,4.0,,True,2.0,45.0,False,1,71.7,0,4.0,0.0,,26.0,270.0,0,1.0,3
164,1800,24.3,2,17.5,1,False,40.0,1.0,False,180.0,323100,1,4.0,,False,1.0,45.0,False,8,71.7,2,4.0,0.0,,60.0,,0,1.0,4
165,2400,6.48,3,22.6,0,False,40.0,1.0,False,225.0,112500,0,4.0,,False,1.0,45.0,False,1,71.7,0,4.0,0.0,,16.0,,0,1.0,5
166,3120,17.6,0,17.0,0,False,44.65,0.0,False,176.0,255900,2,4.0,,True,2.0,57.32,False,7,89.69,0,4.0,0.0,,40.0,86.0,0,2.0,3
167,420,2.835,0,33.7,0,False,40.0,1.0,True,180.0,104400,2,4.0,,True,1.0,45.0,False,1,71.7,1,4.0,0.0,,7.0,,0,1.0,3
168,1620,7.29,0,19.0,0,False,40.0,1.0,True,180.0,214200,2,4.0,,True,3.0,45.0,False,1,71.7,0,4.0,0.0,,18.0,,0,2.0,3
169,1800,7.695,0,18.0,0,False,40.0,1.0,False,206.0,124200,2,4.0,,True,2.0,45.0,False,4,71.7,1,4.0,0.0,,19.0,116.0,0,1.0,3
170,1500,7.04,0,18.0,2,False,44.65,4.0,False,225.0,146400,0,4.0,45.0,True,3.0,57.32,False,1,89.69,0,4.0,0.0,27.0,16.0,135.0,0,2.0,0
171,1500,7.04,0,18.0,2,False,44.65,4.0,False,225.0,146400,0,4.0,,True,2.0,57.32,False,1,89.69,0,4.0,0.0,27.0,16.0,135.0,0,2.0,0
172,1500,7.04,0,18.0,2,False,44.65,4.0,False,225.0,146400,0,4.0,45.0,True,3.0,57.32,False,1,89.69,0,4.0,0.0,27.0,16.0,135.0,0,2.0,0
173,1500,7.04,0,18.0,2,False,44.65,4.0,False,225.0,146400,0,4.0,,True,2.0,57.32,False,1,89.69,0,4.0,0.0,27.0,16.0,135.0,0,2.0,0
174,3000,15.12,0,22.6,0,False,44.0,0.0,False,230.0,312300,2,4.0,,True,1.0,47.4,False,8,68.1,0,4.0,0.0,,36.0,,0,3.0,3
